idx,utc_iso,image,true_label,true_class,pred_label,pred_class,sil_label,sil_class,mil_label,mil_class,frame_file,ts_ms,temp_c,cyc_capture,cyc_pre,cyc_inf,cyc_post,cyc_total,us_capture,us_pre,us_inf,us_post,us_total
101,2026-08-30T15:07:51.454134+00:00,Motospl11165.jpg,1,Class2,0,Class1,0,Class1,0,Class1,frame_0101_Motospl11165.jpg.png,360470,40,580344,1353668,95735219,211,97669442,1450.86,3384.17,239338.031,0.527,244173.609
102,2026-08-30T15:07:54.821969+00:00,Placass10068.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0102_Placass10068.jpg.png,363812,39,858164,1356816,95703321,201,97918502,2145.41,3392.04,239258.297,0.502,244796.25
103,2026-08-30T15:07:58.187908+00:00,placaas10011.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0103_placaas10011.jpg.png,367186,39,897998,1357912,95777940,194,98034044,2244.995,3394.78,239444.844,0.485,245085.109
104,2026-08-30T15:08:01.529623+00:00,Motospl12014.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0104_Motospl12014.jpg.png,370527,40,576397,1355292,95756397,265,97688351,1440.992,3388.23,239390.984,0.663,244220.875
105,2026-08-30T15:08:04.893421+00:00,Placass11442.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0105_Placass11442.jpg.png,373901,38,842385,1356346,95711955,211,97910897,2105.962,3390.865,239279.891,0.527,244777.234
106,2026-08-30T15:08:08.277102+00:00,placas1355.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0106_placas1355.jpg.png,377275,39,987175,1358182,95679289,201,98024847,2467.938,3395.455,239198.219,0.502,245062.109
107,2026-08-30T15:08:11.624494+00:00,Motospl10841.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0107_Motospl10841.jpg.png,380616,40,507046,1354038,95734188,190,97595462,1267.615,3385.095,239335.484,0.475,243988.656
108,2026-08-30T15:08:14.998852+00:00,Motospl10208.jpg,1,Class2,0,Class1,1,Class2,1,Class2,frame_0108_Motospl10208.jpg.png,383990,39,949565,1346352,95762171,211,98058299,2373.913,3365.88,239405.422,0.527,245145.75
109,2026-08-30T15:08:18.374866+00:00,Motospl10418.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0109_Motospl10418.jpg.png,387364,39,942766,1354040,95717235,215,98014256,2356.915,3385.1,239293.078,0.538,245035.641
110,2026-08-30T15:08:21.739816+00:00,Motospl11778.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0110_Motospl11778.jpg.png,390738,38,878618,1355050,95736897,213,97970778,2196.545,3387.625,239342.234,0.533,244926.953
111,2026-08-30T15:08:25.122677+00:00,Motospl10875.jpg,1,Class2,0,Class1,0,Class1,1,Class2,frame_0111_Motospl10875.jpg.png,394112,39,891696,1352334,95691585,213,97935828,2229.24,3380.835,239228.969,0.533,244839.562
112,2026-08-30T15:08:28.484907+00:00,Motospl11136.jpg,1,Class2,1,Class2,1,Class2,1,Class2,frame_0112_Motospl11136.jpg.png,397486,39,817495,1353688,95796875,199,97968257,2043.738,3384.22,239492.172,0.498,244920.641
113,2026-08-30T15:08:31.828063+00:00,placaas10008.jpg,0,Class1,0,Class1,0,Class1,0,Class1,frame_0113_placaas10008.jpg.png,400827,40,516868,1356714,95749943,275,97623800,1292.17,3391.785,239374.859,0.687,244059.5
